name,rating,review_count,price,latitude,longitude,stars,michelin,latBin,lonBin
Miznon,4.0,63,2,40.75352,-74.00012,0,0,40.6,-74.2
The Brooklyn Tree,4.5,187,2,40.70734,-73.94186,0,0,40.6,-74.0
Ninety Nine Franklin,5.0,11,2,40.729337000000825,-73.95773389999913,0,0,40.6,-74.0
The Smith,4.0,1878,2,40.7716201269986,-73.9818377981476,0,0,40.6,-74.0
Chikarashi,4.0,501,2,40.71792477072888,-73.99945752883555,0,0,40.6,-74.0
Friend of A Farmer,3.5,1320,2,40.73695,-73.98677,0,0,40.6,-74.0
Silver Rice,4.5,307,2,40.6742123562615,-73.9568891376257,0,0,40.6,-74.0
MáLà Project,4.0,780,2,40.72713,-73.98542,0,0,40.6,-74.0
Hi-Collar,4.0,684,2,40.729564,-73.98786,0,0,40.6,-74.0
Quality Eats,4.0,481,3,40.7345,-74.00004,0,0,40.6,-74.2
The Flatiron Room,4.5,856,3,40.74452,-73.99049,0,0,40.6,-74.0
Vinegar Hill House,3.5,680,3,40.70275,-73.98124,0,0,40.6,-74.0
Soba Noodle Azuma,4.0,347,2,40.76526,-73.9832,0,0,40.6,-74.0
L'Atelier de Joël Robuchon,4.5,144,4,40.743052,-74.007872,0,0,40.6,-74.2
Omakase By Korami,5.0,184,4,40.763503307884655,-73.989323,0,0,40.6,-74.0
Westville Hell's Kitchen,4.5,193,2,40.76577,-73.9875,0,0,40.6,-74.0
The Boil,4.0,1985,2,40.71974,-73.99339,0,0,40.6,-74.0
Friedman's,4.0,2595,2,40.74839,-73.99062,0,0,40.6,-74.0
Cent'Anni,4.0,477,2,40.6730907423467,-73.9573492245369,0,0,40.6,-74.0
Mo's Original,4.0,140,2,40.66127,-73.95342,0,0,40.6,-74.0
Goody Fresh Dimsum,4.5,32,2,40.73699,-73.99744,0,0,40.6,-74.0
Birria LES,4.0,73,2,40.719628849397935,-73.98711402147562,0,0,40.6,-74.0
Giovanni's Brooklyn Eats,4.0,508,2,40.6601105,-73.9835205,0,0,40.6,-74.0
Ciccio,4.5,299,2,40.7263263267119,-74.0034471165676,0,0,40.6,-74.2
Soju Haus,4.0,598,2,40.7468603,-73.9851724,0,0,40.6,-74.0
Mad For Chicken,4.5,164,2,40.71142,-73.94751,0,0,40.6,-74.0
Dale View Biscuits and Beer,4.5,134,2,40.65893,-73.95064,0,0,40.6,-74.0
BCD Tofu House,4.0,2199,2,40.747509,-73.986079,0,0,40.6,-74.0
Sobak,5.0,8,2,40.71497047687499,-73.99158544320115,0,0,40.6,-74.0
Citizens Of Bleecker,4.0,118,2,40.72872800037591,-73.99985110159334,0,0,40.6,-74.0
Anejo Tribeca,4.0,565,2,40.71931499731559,-74.00427174111186,0,0,40.6,-74.2
Shun,4.5,52,4,40.7582033,-73.9713074,0,0,40.6,-74.0
Honey Badger,4.0,119,3,40.658221,-73.960102,0,0,40.6,-74.0
Fine & Rare,4.5,405,3,40.7501754760742,-73.9821929931641,0,0,40.6,-74.0
The Baroness Bar Burgers + Beer,4.0,455,2,40.74496,-73.95362,0,0,40.6,-74.0
Soba Totto,4.0,898,2,40.75122,-73.97317,0,0,40.6,-74.0
East Wind Snack Shop,4.0,218,2,40.6603409,-73.9799505,0,0,40.6,-74.0
El Mate,4.5,328,2,40.6749782203506,-73.9995224876405,0,0,40.6,-74.0
Rasa,4.0,787,2,40.7327654,-73.9975674,0,0,40.6,-74.0
The Folly,4.5,238,2,40.72721,-74.00004,0,0,40.6,-74.2
21 Greenpoint,4.0,127,3,40.72978,-73.95992,0,0,40.6,-74.0
Midnights,4.0,228,2,40.71748,-73.95843,0,0,40.6,-74.0
Harvest Kitchen,4.0,237,2,40.777697,-73.978357,0,0,40.6,-74.0
Verlaine,4.0,1458,2,40.720079,-73.987785,0,0,40.6,-74.0
Parker & Quinn,4.0,1446,2,40.7525862175813,-73.9850713153442,0,0,40.6,-74.0
Lowerline,4.5,207,2,40.67421,-73.96324,0,0,40.6,-74.0
Buttermilk Channel,4.0,1946,2,40.675919,-73.999059,0,0,40.6,-74.0
Kings Co Imperial,4.0,360,2,40.71512,-73.95097,0,0,40.6,-74.0
Saigon Grill & Bar,4.5,256,2,40.61883,-73.93099,0,0,40.6,-74.0
Birdies Hot Chicken,4.5,67,2,40.7118,-73.94108,0,0,40.6,-74.0
Zanmi,4.5,160,2,40.6579395,-73.9505773,0,0,40.6,-74.0
Tuome,4.5,589,3,40.72412482724,-73.9828906263924,0,0,40.6,-74.0
Marta,4.0,928,3,40.7445882,-73.9847936,0,0,40.6,-74.0
Raku It's Japanese,4.5,143,2,40.756591,-73.969306,0,0,40.6,-74.0
Qanoon,4.0,101,2,40.74524,-74.00202,0,0,40.6,-74.2
Tofu Tofu,4.5,412,2,40.7176299520983,-73.9954301342368,0,0,40.6,-74.0
El Camion,4.0,728,2,40.7291,-73.98105,0,0,40.6,-74.0
Marc Forgione,4.5,966,3,40.71647,-74.0095599,0,0,40.6,-74.2
Gage and Tollner,4.0,71,4,40.691328,-73.987861,0,0,40.6,-74.0
Charm Kao,4.5,73,2,40.6892229764259,-73.9863216751898,0,0,40.6,-74.0
The Maze,4.0,558,2,40.747846,-73.9872499,0,0,40.6,-74.0
Jeffrey's Grocery,4.0,478,3,40.73399,-74.00137,0,0,40.6,-74.2
Oscar's Place,4.5,230,2,40.7318649,-74.0064011,0,0,40.6,-74.2
Menya Jiro - Brooklyn,4.0,172,2,40.69505,-73.98357,0,0,40.6,-74.0
Café China,4.0,1728,2,40.75157,-73.98584,0,0,40.6,-74.0
LunÀtico,4.5,122,2,40.6834345006833,-73.9346118563989,0,0,40.6,-74.0
Whitmans Hudson Yards,4.0,241,2,40.75173481553854,-74.00146209413181,0,0,40.6,-74.2
Manhatta,4.5,479,4,40.70797,-74.00889,0,0,40.6,-74.2
Babbo,4.0,2482,4,40.732283,-73.999284,0,0,40.6,-74.0
Babbo,4.0,2482,4,40.732283,-73.999284,0,0,40.6,-74.0
Mekelburg's,4.0,313,2,40.687542,-73.962334,0,0,40.6,-74.0
Death Ave,3.5,612,2,40.75105092190377,-74.00194808204913,0,0,40.6,-74.2
Takumen,4.0,249,2,40.74259,-73.9546699,0,0,40.6,-74.0
Lox,4.0,53,2,40.70638881261687,-74.01866584438088,0,0,40.6,-74.2
The Flying Cock,4.0,641,2,40.745296,-73.978073,0,0,40.6,-74.0
Anything At All,4.0,16,2,40.7562,-73.95504,0,0,40.6,-74.0
Boqueria Flatiron,4.0,1318,3,40.7402927726298,-73.9940709810079,0,0,40.6,-74.0
Kimbap Lab,5.0,54,2,40.71611,-73.95974,0,0,40.6,-74.0
La Nonna Ristorante & Bar,4.0,362,2,40.718468787527,-73.9639185527139,0,0,40.6,-74.0
Bar Bolinas,4.0,130,2,40.693499,-73.967389,0,0,40.6,-74.0
The Highwood,4.0,134,2,40.77683348001929,-74.0116246417165,0,0,40.6,-74.2
Win Son Bakery,4.0,222,2,40.70721,-73.94302,0,0,40.6,-74.0
Hudson & Co,4.0,554,3,40.720988,-74.031573,0,0,40.6,-74.2
Counter & Bodega,4.5,158,2,40.74382731329241,-73.996272,0,0,40.6,-74.0
Cyclo,4.0,587,2,40.745714,-73.953549,0,0,40.6,-74.0
Kotobuki Manhattan,4.0,667,2,40.731107,-73.98912,0,0,40.6,-74.0
Dellarocco's,4.0,310,2,40.6950309,-73.9961252,0,0,40.6,-74.0
Plan B,4.5,64,2,40.74769,-73.98735,0,0,40.6,-74.0
Niche,4.0,105,2,40.71786,-73.98518,0,0,40.6,-74.0
Scalino,4.5,278,2,40.7244699,-73.95151,0,0,40.6,-74.0
NOMO Kitchen,3.5,673,2,40.7198301,-74.0000708,0,0,40.6,-74.2
Ootoya Chelsea,4.0,1450,2,40.73881,-73.99279,0,0,40.6,-74.0
Carthage Must Be Destroyed,3.5,173,3,40.711471,-73.935062,0,0,40.6,-74.0
Sauce & Barrel,4.0,489,2,40.707999,-74.0142651,0,0,40.6,-74.2
Pilot,4.0,259,3,40.696432423661,-73.9890010861378,0,0,40.6,-74.0
The Ear Inn,4.0,405,2,40.725925,-74.009489,0,0,40.6,-74.2
Macao Trading Company,4.0,794,3,40.719623,-74.003904,0,0,40.6,-74.2
Valerie,4.5,355,2,40.756326,-73.981117,0,0,40.6,-74.0
San Marino Ristorante,4.5,177,2,40.72697,-74.00611,0,0,40.6,-74.2
Hole In The Wall,4.0,200,2,40.743292,-73.991097,0,0,40.6,-74.0
Taqueria Al Pastor,4.5,22,2,40.69042,-73.99176,0,0,40.6,-74.0
Ayada Thai - Chelsea Market,4.0,169,2,40.74268377235652,-74.00618912427079,0,0,40.6,-74.2
Miramar,4.0,217,2,40.70814,-74.01779,0,0,40.6,-74.2
LOVE Korean BBQ,4.5,474,3,40.747118,-73.985056,0,0,40.6,-74.0
Graziella's,4.0,457,2,40.6904563903809,-73.9696273803711,0,0,40.6,-74.0
SUGARFISH by sushi nozawa,4.0,219,3,40.72511,-74.00358,0,0,40.6,-74.2
Bel Ami,4.0,216,2,40.7689753,-73.9670732,0,0,40.6,-74.0
Gran Morsi,4.5,418,3,40.7142052394856,-74.0077535494539,0,0,40.6,-74.2
Wei Williamsburg,4.0,188,2,40.7107868,-73.9542168,0,0,40.6,-74.0
French Louie,4.0,425,2,40.6879459,-73.988257,0,0,40.6,-74.0
Mazu Szechuan,4.5,85,2,40.745234,-73.97812,0,0,40.6,-74.0
Taco Mahal,4.5,686,2,40.73235768476899,-74.00332645767203,0,0,40.6,-74.2
Zest Ramen,4.5,291,2,40.71816,-73.99186,0,0,40.6,-74.0
L'Antagoniste,4.5,299,3,40.68501,-73.92961,0,0,40.6,-74.0
Double Chicken Please,4.5,161,2,40.719584,-73.990486,0,0,40.6,-74.0
Sweatshop Cafe,4.5,368,2,40.7149542040034,-73.959786,0,0,40.6,-74.0
Amami Bar and Restaurant,4.5,198,2,40.723548,-73.952194,0,0,40.6,-74.0
White Horse Tavern - Financial District,4.0,384,2,40.70372,-74.01237,0,0,40.6,-74.2
Russ & Daughters Cafe,4.0,1058,2,40.7196253171697,-73.9895758930263,0,0,40.6,-74.0
wagamama - midtown,4.0,147,2,40.76316041296893,-73.97885444091449,0,0,40.6,-74.0
The Clam,4.0,409,3,40.7303076612002,-74.0068030357639,0,0,40.6,-74.2
Piccola Cucina Estiatorio,4.5,176,3,40.7246,-74.0029799,0,0,40.6,-74.2
The Grey Dog,4.0,60,2,40.745014,-73.990886,0,0,40.6,-74.0
La Bonbonniere,4.0,401,2,40.737769995088,-74.004336265057,0,0,40.6,-74.2
Brooklyn Suya,4.5,90,2,40.67402,-73.95661,0,0,40.6,-74.0
The Beast Next Door,4.5,212,2,40.74881,-73.94073,0,0,40.6,-74.0
Jack's Wife Freda,4.0,247,2,40.74091,-74.00146,0,0,40.6,-74.2
Testo,4.5,218,2,40.708337,-73.946965,0,0,40.6,-74.0
Julia's,4.5,232,2,40.703143,-73.902956,0,0,40.6,-74.0
Westville Hudson,4.0,541,2,40.727125,-74.007683,0,0,40.6,-74.2
The Meatball Shop - Hell's Kitchen,4.0,437,2,40.7651804928198,-73.9874866666706,0,0,40.6,-74.0
Pho 87,4.0,501,2,40.717587,-73.9944029,0,0,40.6,-74.0
Bar Crudo,4.5,178,3,40.670226,-73.985768,0,0,40.6,-74.0
Pinwheel Garden Dumpling & Noodle Bar,4.5,331,2,40.71039,-74.06102,0,0,40.6,-74.2
Tartinery Hudson Eats,4.0,366,2,40.712338,-74.01588,0,0,40.6,-74.2
Oscar Wilde,4.0,898,2,40.74514,-73.9900399,0,0,40.6,-74.0
Cheeseboat,4.0,452,2,40.71994,-73.95791,0,0,40.6,-74.0
Levante,4.0,283,2,40.74764,-73.94173,0,0,40.6,-74.0
Hunan Slurp,4.0,236,3,40.72669,-73.98563,0,0,40.6,-74.0
Fatty Daddy Taco,4.0,188,2,40.686578,-73.990821,0,0,40.6,-74.0
Café Paulette,3.5,217,2,40.6896094060701,-73.975917359407,0,0,40.6,-74.0
Atoboy,4.5,476,4,40.74364,-73.98456,0,0,40.6,-74.0
Hometown Hotpot & BBQ,4.0,1369,3,40.71931,-73.99689,0,0,40.6,-74.0
Trattoria Trecolori,4.0,2461,2,40.759876,-73.986767,0,0,40.6,-74.0
Al Di La Trattoria,4.0,917,3,40.675332643247,-73.981340475038,0,0,40.6,-74.0
Old Xi'an,4.0,245,2,40.70591,-74.00747,0,0,40.6,-74.2
Chong Qing Xiao Mian,4.0,327,2,40.76513,-73.98753,0,0,40.6,-74.0
POSTO NYCThinCrust Pizza,4.0,633,2,40.73483,-73.98282,0,0,40.6,-74.0
La Nacional Restaurant,4.5,110,2,40.739475,-74.001143,0,0,40.6,-74.2
The Tang - Upper West Side,4.5,248,2,40.80006,-73.96639,0,0,40.800000000000004,-74.0
Fancy Nancy,4.0,165,2,40.6895502,-73.9554046,0,0,40.6,-74.0
Modern Love Brooklyn,4.5,604,2,40.70983,-73.95109,0,0,40.6,-74.0
Yaso Tangbao,3.5,790,2,40.6918206366101,-73.9863992364001,0,0,40.6,-74.0
Public Display of Affection,4.5,49,2,40.67741,-73.98265,0,0,40.6,-74.0
Hortus NYC,4.5,317,3,40.745481,-73.986518,0,0,40.6,-74.0
Ferdinando's Focacceria,4.0,199,2,40.68418116575449,-74.0018677711487,0,0,40.6,-74.2
Samurai Papa BS,4.0,175,2,40.68981,-73.95101,0,0,40.6,-74.0
Hold Fast Kitchen & Spirits,5.0,490,2,40.76064,-73.99023,0,0,40.6,-74.0
Baoburg,4.0,278,2,40.7234929271998,-73.9503321851175,0,0,40.6,-74.0
Shanghai Asian Cuisine,4.0,550,2,40.7159077,-73.997383,0,0,40.6,-74.0
No5nyc,4.0,238,2,40.75447,-73.92456,0,0,40.6,-74.0
Maison Pickle,4.0,1351,2,40.7870473,-73.9781361,0,0,40.6,-74.0
Verde on Smith,4.0,752,2,40.684437,-73.992234,0,0,40.6,-74.0
K-Top Chicken,5.0,47,2,40.71499,-73.95833,0,0,40.6,-74.0
Spicy Moon West Village,4.5,212,2,40.729318,-73.99832,0,0,40.6,-74.0
Momoya,4.0,734,2,40.7426255196333,-73.9966481924057,0,0,40.6,-74.0
Som Bo,4.0,252,2,40.74192,-74.00136,0,0,40.6,-74.2
Rao's,4.5,193,4,40.79392,-73.93427,0,0,40.6,-74.0
Au Za'atar,4.0,1237,2,40.728901,-73.981185,0,0,40.6,-74.0
Nostro Ristorante,4.5,290,2,40.660738,-73.994285,0,0,40.6,-74.0
Bushniwa,4.5,234,2,40.70397,-73.93344,0,0,40.6,-74.0
12 Chairs,4.0,675,2,40.72759,-74.0024,0,0,40.6,-74.2
Bar Beau,4.5,61,2,40.71695,-73.95009,0,0,40.6,-74.0
Little Rascal,4.0,247,2,40.7208633,-73.9950497,0,0,40.6,-74.0
Mazzat,4.5,211,2,40.68495,-74.00289,0,0,40.6,-74.2
Turntable Chicken Jazz,4.0,2070,2,40.74828,-73.98649,0,0,40.6,-74.0
Taverna Kyclades - East Village,4.0,888,3,40.73101996968517,-73.98260448877211,0,0,40.6,-74.0
Simple NYC,4.5,335,2,40.71821,-73.99223,0,0,40.6,-74.0
Purepecha,4.0,70,2,40.68454335716857,-73.99182679347962,0,0,40.6,-74.0
Kobeyaki,4.0,560,2,40.7462138,-73.99388,0,0,40.6,-74.0
Cafe Himalaya,4.0,647,2,40.7232289034083,-73.9879441220901,0,0,40.6,-74.0
Kogane Ramen-Manhattan,4.5,225,2,40.74066,-74.00426,0,0,40.6,-74.2
Shorty's,4.0,282,2,40.7034454,-74.0110779,0,0,40.6,-74.2
Gomi Korean Wine Bar,4.5,145,2,40.72886,-73.9813,0,0,40.6,-74.0
St Tropez - Soho,4.0,127,2,40.72498,-74.00328,0,0,40.6,-74.2
Kuu Ramen,4.0,727,2,40.7096786,-74.0089569,0,0,40.6,-74.2
Monk Mcginn's,4.5,106,2,40.71432,-74.00972,0,0,40.6,-74.2
Inatteso Pizzabar,4.0,331,2,40.7056571,-74.0172056,0,0,40.6,-74.2
Westlight,3.5,650,3,40.722299,-73.956691,0,0,40.6,-74.0
The Freakin Rican Restaurant,4.5,294,2,40.7553327813777,-73.9182442054152,0,0,40.6,-74.0
Eataly NYC Downtown,3.5,1077,2,40.709716,-74.011714,0,0,40.6,-74.2
Bengal Tiger Indian Food,4.5,2083,2,40.763167,-73.977131,0,0,40.6,-74.0
Table 87 - Gowanus,4.0,382,2,40.670664,-73.991371,0,0,40.6,-74.0
Blueprint,4.5,348,2,40.6769,-73.980411,0,0,40.6,-74.0
Pure Thai Cookhouse,4.0,2667,2,40.764291,-73.988159,0,0,40.6,-74.0
Home Frite,4.0,177,2,40.688207,-73.954681,0,0,40.6,-74.0
Union Pizza Works,4.0,267,2,40.7073067,-73.922154,0,0,40.6,-74.0
Skytown,4.0,269,2,40.6976048354338,-73.9360729407192,0,0,40.6,-74.0
Hole In The Wall,4.0,146,2,40.744103949795154,-73.9719375,0,0,40.6,-74.0
Fragole Ristorante,4.5,382,2,40.68087,-73.99688,0,0,40.6,-74.0
Bamonte's,4.0,379,2,40.71666591260819,-73.95125357171182,0,0,40.6,-74.0
Misirizzi,4.5,158,2,40.7272,-73.99228,0,0,40.6,-74.0
Dullboy,4.0,466,2,40.72138,-74.04239,0,0,40.6,-74.2
Sushi Gallery,4.5,145,2,40.6975970682387,-73.9933660828876,0,0,40.6,-74.0
Junior's Restaurant & Bakery - 45th St,4.0,4943,2,40.75754564001459,-73.98608001118411,0,0,40.6,-74.0
KROK Brooklyn,4.5,83,2,40.68758900312233,-74.00120192883554,0,0,40.6,-74.2
Two Hands,3.5,343,2,40.71782,-74.00547,0,0,40.6,-74.2
Old Tbilisi Garden,4.0,494,2,40.7287707,-74.0008161,0,0,40.6,-74.2
Maya Congee Cafe,4.5,122,2,40.68719,-73.944167,0,0,40.6,-74.0
Hollow Nickel,4.0,221,2,40.68562,-73.9819,0,0,40.6,-74.0
karakatta,4.0,248,2,40.72933,-73.99865,0,0,40.6,-74.0
Terroir Tribeca,4.0,299,2,40.718804998517,-74.0099987815497,0,0,40.6,-74.2
Tre,4.0,499,2,40.72184,-73.987714,0,0,40.6,-74.0
Toro Loco,4.0,367,2,40.70421,-74.01208,0,0,40.6,-74.2
Houseman,4.0,114,3,40.7257220530562,-74.0094019,0,0,40.6,-74.2
Mercato,4.0,958,2,40.75619,-73.9937,0,0,40.6,-74.0
The Alcove,5.0,982,2,40.7459065,-73.915103,0,0,40.6,-74.0
Favela Cubana,4.0,1178,3,40.7284702112794,-73.9979839324952,0,0,40.6,-74.0
Dim Sum Palace,4.0,68,2,40.7139709,-73.99832513092124,0,0,40.6,-74.0
Karczma,4.5,620,2,40.729977,-73.955128,0,0,40.6,-74.0
HandCraft Kitchen & Cocktails,4.0,449,2,40.740967,-73.981292,0,0,40.6,-74.0
Suited,5.0,80,2,40.7092991,-74.0079162,0,0,40.6,-74.2
Osamil,4.5,518,2,40.74697,-73.9864,0,0,40.6,-74.0
Il Buco,4.0,736,3,40.72583,-73.99299,0,0,40.6,-74.0
East Hae,4.0,58,2,40.71847,-73.96054,0,0,40.6,-74.0
Kochi,4.5,259,4,40.76201,-73.99351,0,0,40.6,-74.0
Baba Cool,4.0,224,2,40.68701,-73.97537,0,0,40.6,-74.0
Little Beet Table,4.0,591,2,40.741086,-73.985333,0,0,40.6,-74.0
KPOT Korean BBQ & Hot Pot,4.0,218,2,40.71834,-74.0529,0,0,40.6,-74.2
Flamingobaby Kitchen,4.5,43,2,40.67565,-73.97813,0,0,40.6,-74.0
To Date Japanese Food,4.5,35,2,40.637337,-74.008481,0,0,40.6,-74.2
Adoro Lei,4.5,332,2,40.725612,-74.007916,0,0,40.6,-74.2
Black Forest Brooklyn,4.0,98,2,40.68563,-73.990823,0,0,40.6,-74.0
Tavern on Jane,4.0,423,2,40.73822,-74.00426,0,0,40.6,-74.2
Hop Lee Restaurant,4.0,334,2,40.71426,-73.99849,0,0,40.6,-74.0
Takahachi Bakery,4.0,961,2,40.71393,-74.00822,0,0,40.6,-74.2
La Loteria,4.0,345,2,40.7307865530978,-74.0041882564488,0,0,40.6,-74.2
omakase room by maaser,4.5,173,4,40.733205,-74.003923,0,0,40.6,-74.2
Felice,4.0,408,3,40.70789,-74.00712,0,0,40.6,-74.2
Zatar,4.5,186,2,40.6980763644669,-73.9245712108767,0,0,40.6,-74.0
Jeremy's Ale House- South Street Seaport,4.0,314,2,40.70766,-74.00205,0,0,40.6,-74.2
Salinas,4.0,956,4,40.7436999,-74.00314,0,0,40.6,-74.2
Market Table,4.0,826,3,40.7297659255873,-74.0037665277862,0,0,40.6,-74.2
Chuan Tian Xia 川天下,4.5,232,2,40.6397,-74.009131,0,0,40.6,-74.2
66S Fusion,4.0,105,2,40.6977600194066,-73.9715740687866,0,0,40.6,-74.0
Monte's,4.0,161,2,40.6775499,-73.98724,0,0,40.6,-74.0
Littleneck,4.0,310,2,40.6773052,-73.9863991,0,0,40.6,-74.0
Cellar 335,4.5,601,2,40.7249692,-74.0515195,0,0,40.6,-74.2
Westville - Wall St,4.0,219,2,40.704847720599815,-74.00642874102088,0,0,40.6,-74.2
The Double Windsor,4.0,435,2,40.66063,-73.98056,0,0,40.6,-74.0
Pierozek,5.0,100,2,40.723062,-73.95007,0,0,40.6,-74.0
Thailicious,4.5,194,2,40.71931,-73.9851608,0,0,40.6,-74.0
Motel Morris,4.0,211,2,40.7409807,-73.9980996,0,0,40.6,-74.0
CC's Cafe,4.5,156,2,40.71166,-73.99452,0,0,40.6,-74.0
Cooper's Craft & Cocktails,4.0,388,2,40.742702,-74.000778,0,0,40.6,-74.2
Urbanspace,4.0,665,2,40.75475032555806,-73.97603084140441,0,0,40.6,-74.0
Grand Canyon Restaurant,4.5,87,2,40.69473,-73.99361,0,0,40.6,-74.0
Osteria 57,4.5,238,3,40.73467,-73.99786,0,0,40.6,-74.0
Panzerotti Bites,5.0,151,2,40.683715,-73.99227,0,0,40.6,-74.0
Teppen Ramen,4.5,503,2,40.75929,-73.96879,0,0,40.6,-74.0
EN Japanese Brasserie,4.0,1300,3,40.7306,-74.00698,0,0,40.6,-74.2
NR,4.5,193,2,40.770153,-73.954956,0,0,40.6,-74.0
Forrest Point,4.0,388,2,40.70319,-73.93229,0,0,40.6,-74.0
Quality Italian,4.0,1201,3,40.7644044527436,-73.9767805051616,0,0,40.6,-74.0
Nobu Fifty Seven,4.0,1314,4,40.7636210840864,-73.9765048613641,0,0,40.6,-74.0
Gigino At Wagner Park,3.5,314,3,40.7052055368065,-74.0184892569177,0,0,40.6,-74.2
Threes Brewing Greenpoint,4.0,64,2,40.73025,-73.95781,0,0,40.6,-74.0
The Rag Trader & Bo Peep Cocktail and Highball Store,4.5,601,2,40.75059,-73.98628,0,0,40.6,-74.0
FREEHOLD,3.5,540,2,40.7136054,-73.965905,0,0,40.6,-74.0
FREEHOLD,3.5,540,2,40.7136054,-73.965905,0,0,40.6,-74.0
Round K by Sol,4.5,65,2,40.7151464197634,-73.99313382804394,0,0,40.6,-74.0
Bubby's Tribeca,3.5,1594,2,40.7198118,-74.0083092,0,0,40.6,-74.2
Jacob's Pickles,4.0,4735,2,40.7866504411994,-73.9755284786224,0,0,40.6,-74.0
White Maize,4.5,224,2,40.6824378967285,-73.9931335449219,0,0,40.6,-74.0
Dhamaka,4.0,179,3,40.7180658,-73.9881304,0,0,40.6,-74.0
Decoy,4.0,439,3,40.73420741827725,-74.006519,0,0,40.6,-74.2
As Is NYC,4.0,231,2,40.7645799,-73.9914759,0,0,40.6,-74.0
Sticky's Finger Joint,4.0,202,2,40.70936109083738,-74.00900597055221,0,0,40.6,-74.2
Samba Kitchen,4.5,468,2,40.764666,-73.9912643,0,0,40.6,-74.0
Cervo's,4.0,85,3,40.7149,-73.99132,0,0,40.6,-74.0
Zaytoons,4.0,326,2,40.678733,-73.968803,0,0,40.6,-74.0
Pelicana Chicken - Sunnyside,4.0,453,2,40.74236,-73.91755,0,0,40.6,-74.0
Chef's Table at Brooklyn Fare,4.5,573,4,40.7561930774282,-73.9966090932068,0,0,40.6,-74.0
Tom's,4.0,1382,2,40.674491,-73.963439,0,0,40.6,-74.0
Two 8 Two Bar & Burger,4.0,686,2,40.688536,-73.989728,0,0,40.6,-74.0
The Independent,4.5,134,2,40.754782,-73.987377,0,0,40.6,-74.0
Atithi Indian Cuisine,5.0,105,2,40.714765,-73.961606,0,0,40.6,-74.0
Mama Capri,4.5,70,2,40.68332,-73.99264,0,0,40.6,-74.0
Little Dokebi,4.0,147,2,40.723048,-73.942335,0,0,40.6,-74.0
ABC Kitchen,4.0,3063,3,40.737916,-73.989488,0,0,40.6,-74.0
Le Fond,4.5,160,2,40.7258415222168,-73.9511032104492,0,0,40.6,-74.0
Risotteria Melotti NYC,4.5,359,2,40.726673363853,-73.9880919456482,0,0,40.6,-74.0
The Malt House,4.0,562,2,40.709659,-74.009262,0,0,40.6,-74.2
Susuru Ramen,5.0,78,2,40.755651,-73.927372,0,0,40.6,-74.0
Pinto Garden,4.0,344,2,40.734882,-73.9994844,0,0,40.6,-74.0
Little Mad,4.5,91,4,40.74502,-73.98513,0,0,40.6,-74.0
Aita Trattoria,4.0,208,2,40.6712095108944,-73.9579255586597,0,0,40.6,-74.0
Blue Ribbon Sushi,4.0,1150,2,40.72612,-74.0025299,0,0,40.6,-74.2
Taiwan Bear House,4.0,332,2,40.7147185237041,-73.9977966218067,0,0,40.6,-74.0
Sea Fire Grill,4.5,1364,3,40.75471270266935,-73.97222533963885,0,0,40.6,-74.0
Sotto 13,4.0,983,2,40.7372,-73.99919,0,0,40.6,-74.0
Treadwell Park,4.0,184,2,40.7102746,-74.0164863,0,0,40.6,-74.2
Go Nonna,4.5,122,2,40.74831,-73.9499,0,0,40.6,-74.0
Tony's Di Napoli,4.0,2267,2,40.75641,-73.98547,0,0,40.6,-74.0
Jackson's Eatery | Bar,4.5,323,2,40.74241,-73.95323,0,0,40.6,-74.0
Wasan Brooklyn,4.0,250,2,40.6812605,-73.9768418,0,0,40.6,-74.0
Norikoh,4.0,581,2,40.7433,-73.99137,0,0,40.6,-74.0
Claw Daddy's,4.0,573,2,40.68561,-73.98035,0,0,40.6,-74.0
Ovest Pizzoteca by Luzzo's,4.0,563,2,40.7507476806641,-74.0030212402344,0,0,40.6,-74.2
Bacchus Bistro & Wine Bar,4.0,512,2,40.68692,-73.98437,0,0,40.6,-74.0
Alison,4.5,93,2,40.79099,-73.94703,0,0,40.6,-74.0
Lilly's Craft and Kitchen,4.0,1207,2,40.76138,-73.99071,0,0,40.6,-74.0
Dim Sum Bar,4.0,230,2,40.714735,-73.961346,0,0,40.6,-74.0
The Capital Grille,4.0,623,3,40.70811739982277,-74.01022643450419,0,0,40.6,-74.2
Bozu,4.0,856,2,40.7129,-73.95749,0,0,40.6,-74.0
Atera,4.5,296,4,40.71694,-74.0057,0,0,40.6,-74.2
Seamore's Brookfield,3.5,161,2,40.7141804777842,-74.0155678242445,0,0,40.6,-74.2
Parlay,4.5,434,2,40.64633386735532,-73.99850029937564,0,0,40.6,-74.0
Jardino Restaurant,4.5,124,2,40.76686,-73.96249,0,0,40.6,-74.0
Charm Bar & Restaurant,4.0,138,2,40.681841,-73.976284,0,0,40.6,-74.0
Jardino Restaurant,4.5,124,2,40.76686,-73.96249,0,0,40.6,-74.0
Vestry,4.0,92,3,40.725315,-74.005515,0,0,40.6,-74.2
Bar B,4.5,189,2,40.7395804,-73.999118,0,0,40.6,-74.0
Maman,4.0,339,2,40.74333172998816,-73.99008773413172,0,0,40.6,-74.0
L'Appart,5.0,120,4,40.712708,-74.015919,0,0,40.6,-74.2
El Jeffe,4.5,282,2,40.6801601,-73.9419752,0,0,40.6,-74.0
